1399872248Goal1231195undefinedtrue,48,Goal,48,,13998722,"{'id': 1231195, 'name': 'Tiago Palacios', 'profileUrl': '/players/1231195/tiago-palacios'}",1,1,/players/1231195/tiago-palacios,False,True,,,,,,False,Tiago Palacios,Tiago,Palacios,Tiago Palacios,1231195,"[2, 1]",,"{'id': 2924312207, 'eventType': 'Goal', 'teamId': 10094, 'playerId': 1231195, 'playerName': 'Tiago Palacios', 'x': 81.6966019424, 'y': 28.623095236999998, 'min': 48, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 36.745000000000005, 'goalCrossedZ': 0.8925263114, 'expectedGoals': 0.025267327204346657, 'expectedGoalsOnTarget': 0.3426520824432373, 'shotType': 'LeftFoot', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.2738095238095226, 'y': 0.2361180717989418, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': False, 'keeperId': 1432703, 'firstName': 'Tiago', 'lastName': 'Palacios', 'fullName': 'Tiago Palacios', 'teamColor': '#DE1D22'}",,,Tiago Palacios,2,10094
1399871848Goal687700undefinedtrue,48,Goal,48,,13998718,"{'id': 687700, 'name': 'Maxi Gómez', 'profileUrl': '/players/687700/maxi-gomez'}",0,0,/players/687700/maxi-gomez,False,True,,,,,,False,Maxi Gómez,Maxi,Gómez,Maxi Gómez,687700,"[1, 0]",,"{'id': 2924312191, 'eventType': 'Goal', 'teamId': 8304, 'playerId': 687700, 'playerName': 'Maxi Gómez', 'x': 98.92105263139999, 'y': 30.797499999999996, 'min': 48, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 34.22875, 'goalCrossedZ': 0.20547368320000003, 'expectedGoals': 0.5675858855247498, 'expectedGoalsOnTarget': 0.3461783826351166, 'shotType': 'RightFoot', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.9394841269841275, 'y': 0.05435811724867726, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 319677, 'firstName': 'Maxi', 'lastName': 'Gómez', 'fullName': 'Maxi Gómez', 'teamColor': '#1246A9'}",,,Gómez,2,8304,,,
1399875764Goal165526undefinedtrue,64,Goal,64,,13998757,"{'id': 165526, 'name': 'Sebastián Coates', 'profileUrl': '/players/165526/sebastian-coates'}",1,0,/players/165526/sebastian-coates,False,True,,,,,,False,Sebastián Coates,Sebastián,Coates,Sebastián Coates,165526,"[2, 0]",,"{'id': 2924317607, 'eventType': 'Goal', 'teamId': 8304, 'playerId': 165526, 'playerName': 'Sebastián Coates', 'x': 102.8189655174, 'y': 38.536428573, 'min': 64, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 35.83, 'goalCrossedZ': 1.0594736790000001, 'expectedGoals': 0.14558450877666473, 'expectedGoalsOnTarget': 0.7794270515441895, 'shotType': 'Header', 'situation': 'FromCorner', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.5158730158730164, 'y': 0.28028404206349206, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 319677, 'firstName': 'Sebastián', 'lastName': 'Coates', 'fullName': 'Sebastián Coates', 'teamColor': '#1246A9'}",assist by Nicolás López,/players/362194/nicolas-lopez,Coates,2,8304,362194.0,assist_by,Nicolás López
1399884087Goal362194undefinedtrue,87,Goal,87,,13998840,"{'id': 362194, 'name': 'Nicolás López', 'profileUrl': '/players/362194/nicolas-lopez'}",2,1,/players/362194/nicolas-lopez,False,True,,,,,,False,Nicolás López,Nicolás,López,Nicolás López,362194,"[3, 1]",,"{'id': 2924325059, 'eventType': 'Goal', 'teamId': 8304, 'playerId': 362194, 'playerName': 'Nicolás López', 'x': 91.5, 'y': 45.6822929897, 'min': 87, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 32.0175, 'goalCrossedZ': 0.0834736838, 'expectedGoals': 0.04562932997941971, 'expectedGoalsOnTarget': 0.19581058621406555, 'shotType': 'LeftFoot', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.5244708994709, 'y': 0.02208298513227513, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 319677, 'firstName': 'Nicolás', 'lastName': 'López', 'fullName': 'Nicolás López', 'teamColor': '#1246A9'}",assist by Agustín dos Santos,/players/1762504/agustin-dos-santos,López,2,8304,1762504.0,assist_by,Agustín dos Santos
1399894539Goal1385954undefinedtrue,39,Goal,39,,13998945,"{'id': 1385954, 'name': 'Lautaro Di Lollo', 'profileUrl': '/players/1385954/lautaro-di-lollo'}",0,0,/players/1385954/lautaro-di-lollo,False,True,,,,,,False,Lautaro Di Lollo,Lautaro,Di Lollo,Lautaro Di Lollo,1385954,"[1, 0]",,"{'id': 2924337477, 'eventType': 'Goal', 'teamId': 10077, 'playerId': 1385954, 'playerName': 'Lautaro Di Lollo', 'x': 95.54385964789999, 'y': 33.084999999999994, 'min': 39, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 35.75375, 'goalCrossedZ': 0.5714736814000001, 'expectedGoals': 0.054189834743738174, 'expectedGoalsOnTarget': 0.053830165416002274, 'shotType': 'Header', 'situation': 'RegularPlay', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.5360449735449745, 'y': 0.15118351359788362, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 423508, 'firstName': 'Lautaro', 'lastName': 'Di Lollo', 'fullName': 'Lautaro Di Lollo', 'teamColor': '#00458a'}",assist by Lautaro Blanco,/players/1200014/lautaro-blanco,1200014,assist_by,Lautaro Blanco,Di Lollo,2,10077
1399907581Goal724854undefinedtrue,81,Goal,81,,13999075,"{'id': 724854, 'name': 'Santiago Ascacíbar', 'profileUrl': '/players/724854/santiago-ascacibar'}",1,0,/players/724854/santiago-ascacibar,False,True,,,,,,False,Santiago Ascacíbar,Santiago,Ascacíbar,Santiago Ascacíbar,724854,"[2, 0]",,"{'id': 2924356937, 'eventType': 'Goal', 'teamId': 10077, 'playerId': 724854, 'playerName': 'Santiago Ascacíbar', 'x': 95.2543859636, 'y': 34.915000000000006, 'min': 81, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 32.17, 'goalCrossedZ': 0.8539999958000001, 'expectedGoals': 0.04611358046531677, 'expectedGoalsOnTarget': 0.04768148437142372, 'shotType': 'Header', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.4841269841269837, 'y': 0.22592592481481483, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 423508, 'firstName': 'Santiago', 'lastName': 'Ascacíbar', 'fullName': 'Santiago Ascacíbar', 'teamColor': '#00458a'}",assist by Lautaro Blanco,/players/1200014/lautaro-blanco,1200014,assist_by,Lautaro Blanco,Ascacíbar,2,10077
1399910890Goal164676undefinedtrue,90 + 4,Goal,90,4,13999108,"{'id': 164676, 'name': 'Ander Herrera', 'profileUrl': '/players/164676/ander-herrera'}",2,0,/players/164676/ander-herrera,+4,True,,,,,,False,Ander Herrera,Ander,Herrera,Ander Herrera,164676,"[3, 0]",,"{'id': 2924360871, 'eventType': 'Goal', 'teamId': 10077, 'playerId': 164676, 'playerName': 'Ander Herrera', 'x': 79.21893204, 'y': 33.39, 'min': 90, 'minAdded': 4, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 36.97375, 'goalCrossedZ': 0.5265263132, 'expectedGoals': 0.04489278048276901, 'expectedGoalsOnTarget': 0.5090650320053101, 'shotType': 'RightFoot', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.21329365079365015, 'y': 0.13929267544973545, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': False, 'keeperId': 423508, 'firstName': 'Ander', 'lastName': 'Herrera', 'fullName': 'Ander Herrera', 'teamColor': '#00458a'}",assist by Alan Velasco,/players/1053392/alan-velasco,1053392,assist_by,Alan Velasco,Herrera,2,10077
1399906679Goal1102243undefinedtrue,79,Goal,79,,13999066,"{'id': 1102243, 'name': 'Dorny Romero', 'profileUrl': '/players/1102243/dorny-romero'}",0,1,/players/1102243/dorny-romero,False,True,,,,,,False,Dorny Romero,Dorny,Romero,Dorny Romero,1102243,"[1, 1]",,"{'id': 2924355629, 'eventType': 'Goal', 'teamId': 5983, 'playerId': 1102243, 'playerName': 'Dorny Romero', 'x': 95.0614035074, 'y': 40.889761905, 'min': 79, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 35.3725, 'goalCrossedZ': 0.2439999988, 'expectedGoals': 0.5039188265800476, 'expectedGoalsOnTarget': 0.9618180990219116, 'shotType': 'LeftFoot', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.6369047619047613, 'y': 0.06455026423280423, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 1939464, 'firstName': 'Dorny', 'lastName': 'Romero', 'fullName': 'Dorny Romero', 'teamColor': '#4ab4dc'}",,,Romero,2,5983
139991356Goal1800654undefinedtrue,6,Goal,6,,13999135,"{'id': 1800654, 'name': 'Yerlin Quiñónez', 'profileUrl': '/players/1800654/yerlin-quinonez'}",0,0,/players/1800654/yerlin-quinonez,False,True,,,,,,False,Yerlin Quiñónez,Yerlin,Quiñónez,Yerlin Quiñónez,1800654,"[1, 0]",,"{'id': 2924363483, 'eventType': 'Goal', 'teamId': 6721, 'playerId': 1800654, 'playerName': 'Yerlin Quiñónez', 'x': 85.279411764, 'y': 32.551249999999996, 'min': 6, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 30.95, 'goalCrossedZ': 0.4879999976, 'expectedGoals': 0.04059072583913803, 'expectedGoalsOnTarget': 0.3415592908859253, 'shotType': 'RightFoot', 'situation': 'FromCorner', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.806878306878306, 'y': 0.12910052846560846, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': False, 'keeperId': 449785, 'firstName': 'Yerlin', 'lastName': 'Quiñónez', 'fullName': 'Yerlin Quiñónez', 'teamColor': '#00337b'}",,,Y. Quiñónez,2,6721,,,
1399921434Goal654892undefinedtrue,34,Goal,34,,13999214,"{'id': 654892, 'name': 'José Quintero', 'profileUrl': '/players/654892/jose-quintero'}",1,0,/players/654892/jose-quintero,False,True,,,,,,False,José Quintero,José,Quintero,José Quintero,654892,"[2, 0]",,"{'id': 2924371445, 'eventType': 'Goal', 'teamId': 6721, 'playerId': 654892, 'playerName': 'José Quintero', 'x': 93.5, 'y': 22.878216564699997, 'min': 34, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 36.440000000000005, 'goalCrossedZ': 0.1219999994, 'expectedGoals': 0.059025462716817856, 'expectedGoalsOnTarget': 0.10148725658655167, 'shotType': 'LeftFoot', 'situation': 'RegularPlay', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.3544973544973533, 'y': 0.032275132116402115, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 449785, 'firstName': 'José', 'lastName': 'Quintero', 'fullName': 'José Quintero', 'teamColor': '#00337b'}",assist by Janner Corozo,/players/764455/janner-corozo,Quintero,2,6721,764455.0,assist_by,Janner Corozo
1400061160Goal522651undefinedtrue,60,Goal,60,,14000611,"{'id': 522651, 'name': 'Matheus Pereira', 'profileUrl': '/players/522651/matheus-pereira'}",0,1,/players/522651/matheus-pereira,False,True,,Penalty,penalty,Pen,penalties_short,False,Matheus Pereira,Matheus,Pereira,Matheus Pereira,522651,"[1, 1]",,"{'id': 2924549479, 'eventType': 'Goal', 'teamId': 9781, 'playerId': 522651, 'playerName': 'Matheus Pereira', 'x': 94, 'y': 34, 'min': 60, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 31.254999999999995, 'goalCrossedZ': 0.20547368320000003, 'expectedGoals': 0.7884, 'expectedGoalsOnTarget': 0.8073384165763855, 'shotType': 'LeftFoot', 'situation': 'Penalty', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.7261904761904774, 'y': 0.05435811724867726, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 1242010, 'firstName': 'Matheus', 'lastName': 'Pereira', 'fullName': 'Matheus Pereira', 'teamColor': '#294492'}",,,Pereira,2,9781
1400094951Goal841656undefinedtrue,51,Goal,51,,14000949,"{'id': 841656, 'name': 'Raniele', 'profileUrl': '/players/841656/raniele'}",0,0,/players/841656/raniele,False,True,,,,,,False,Raniele,,Raniele,Raniele,841656,"[1, 0]",,"{'id': 2924590747, 'eventType': 'Goal', 'teamId': 9808, 'playerId': 841656, 'playerName': 'Raniele', 'x': 101.3017241382, 'y': 32.24625, 'min': 51, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 35.3725, 'goalCrossedZ': 1.0145263108, 'expectedGoals': 0.4572097361087799, 'expectedGoalsOnTarget': 0.7761006355285645, 'shotType': 'RightFoot', 'situation': 'FromCorner', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.6369047619047613, 'y': 0.2683932039153439, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 520959, 'firstName': '', 'lastName': 'Raniele', 'fullName': 'Raniele', 'teamColor': '#292929'}",assist by Gustavo Henrique,/players/323352/gustavo-henrique,323352,assist_by,Gustavo Henrique,Raniele,2,9808
1400101280Goal323352undefinedtrue,80,Goal,80,,14001012,"{'id': 323352, 'name': 'Gustavo Henrique', 'profileUrl': '/players/323352/gustavo-henrique'}",1,0,/players/323352/gustavo-henrique,False,True,,,,,,False,Gustavo Henrique,Gustavo,Henrique,Gustavo Henrique,323352,"[2, 0]",,"{'id': 2924598091, 'eventType': 'Goal', 'teamId': 9808, 'playerId': 323352, 'playerName': 'Gustavo Henrique', 'x': 96.50877192889999, 'y': 39.713095239, 'min': 80, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 31.559999999999995, 'goalCrossedZ': 0.7705263120000001, 'expectedGoals': 0.11728182435035706, 'expectedGoalsOnTarget': 0.6515988111495972, 'shotType': 'RightFoot', 'situation': 'SetPiece', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.6455026455026467, 'y': 0.2038429396825397, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 520959, 'firstName': 'Gustavo', 'lastName': 'Henrique', 'fullName': 'Gustavo Henrique', 'teamColor': '#292929'}",assist by Rodrigo Garro,/players/1093746/rodrigo-garro,1093746,assist_by,Rodrigo Garro,Henrique,2,9808
1400082010Goal535596undefinedtrue,10,Goal,10,,14000820,"{'id': 535596, 'name': 'Guilherme Arana', 'profileUrl': '/players/535596/guilherme-arana'}",0,0,/players/535596/guilherme-arana,False,True,,,,,,False,Guilherme Arana,Guilherme,Arana,Guilherme Arana,535596,"[1, 0]",,"{'id': 2924569563, 'eventType': 'Goal', 'teamId': 9863, 'playerId': 535596, 'playerName': 'Guilherme Arana', 'x': 97.2807017537, 'y': 45.6822929897, 'min': 10, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 32.24625, 'goalCrossedZ': 0.1219999994, 'expectedGoals': 0.10036584734916687, 'expectedGoalsOnTarget': 0.16479428112506866, 'shotType': 'LeftFoot', 'situation': 'RegularPlay', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.4639550264550256, 'y': 0.032275132116402115, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 1844779, 'firstName': 'Guilherme', 'lastName': 'Arana', 'fullName': 'Guilherme Arana', 'teamColor': '#900020'}",assist by Jefferson Savarino,/players/501636/jefferson-savarino,501636,assist_by,Jefferson Savarino,Arana,2,9863
1400110044Goal950396undefinedtrue,44,Goal,44,,14001100,"{'id': 950396, 'name': 'Jordy Alcívar', 'profileUrl': '/players/950396/jordy-alcivar'}",0,1,/players/950396/jordy-alcivar,False,True,,,,,,False,Jordy Alcívar,Jordy,Alcívar,Jordy Alcívar,950396,"[1, 1]",,"{'id': 2924607079, 'eventType': 'Goal', 'teamId': 192875, 'playerId': 950396, 'playerName': 'Jordy Alcívar', 'x': 93.9, 'y': 31.7125, 'min': 44, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 31.865, 'goalCrossedZ': 0.6099999970000001, 'expectedGoals': 0.05218716710805893, 'expectedGoalsOnTarget': 0.18766668438911438, 'shotType': 'Header', 'situation': 'RegularPlay', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.5648148148148162, 'y': 0.16137566058201058, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 496154, 'firstName': 'Jordy', 'lastName': 'Alcívar', 'fullName': 'Jordy Alcívar', 'teamColor': '#201818'}",,,Alcívar,2,192875,,,
1400112545Goal614459undefinedtrue,45 + 5,Goal,45,5.0,14001125,"{'id': 614459, 'name': 'Carlos González', 'profileUrl': '/players/614459/carlos-gonzalez'}",1,1,/players/614459/carlos-gonzalez,+5,True,,,,,,False,Carlos González,Carlos,González,Carlos González,614459,"[2, 1]",,"{'id': 2924607981, 'eventType': 'Goal', 'teamId': 192875, 'playerId': 614459, 'playerName': 'Carlos González', 'x': 100.732758621, 'y': 33.61875, 'min': 45, 'minAdded': 5, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 33.695, 'goalCrossedZ': 0.9759999952, 'expectedGoals': 0.7490819096565247, 'expectedGoalsOnTarget': 0.9772192239761353, 'shotType': 'Header', 'situation': 'SetPiece', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.0806878306878307, 'y': 0.2582010569312169, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 496154, 'firstName': 'Carlos', 'lastName': 'González', 'fullName': 'Carlos González', 'teamColor': '#201818'}",,,González,2,192875,,,
1400117163Goal614459undefinedtrue,63,Goal,63,,14001171,"{'id': 614459, 'name': 'Carlos González', 'profileUrl': '/players/614459/carlos-gonzalez'}",2,1,/players/614459/carlos-gonzalez,False,True,,,,,,False,Carlos González,Carlos,González,Carlos González,614459,"[3, 1]",,"{'id': 2924611539, 'eventType': 'Goal', 'teamId': 192875, 'playerId': 614459, 'playerName': 'Carlos González', 'x': 101.9655172416, 'y': 30.05190476, 'min': 63, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 37.2025, 'goalCrossedZ': 1.1814736784, 'expectedGoals': 0.3294163644313812, 'expectedGoalsOnTarget': 0.7875521779060364, 'shotType': 'Header', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.15277777777777768, 'y': 0.31255917417989415, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 496154, 'firstName': 'Carlos', 'lastName': 'González', 'fullName': 'Carlos González', 'teamColor': '#201818'}",assist by Layan Loor,/players/1350448/layan-loor,González,2,192875,1350448.0,assist_by,Layan Loor
1400227467Goal1644461undefinedtrue,67,Goal,67,,14002274,"{'id': 1644461, 'name': 'Yoshan Valois', 'profileUrl': '/players/1644461/yoshan-valois'}",0,0,/players/1644461/yoshan-valois,False,True,,,,,,False,Yoshan Valois,Yoshan,Valois,Yoshan Valois,1644461,"[1, 0]",,"{'id': 2924725813, 'eventType': 'Goal', 'teamId': 10082, 'playerId': 1644461, 'playerName': 'Yoshan Valois', 'x': 102.629310345, 'y': 33.2375, 'min': 67, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 33.466249999999995, 'goalCrossedZ': 1.0145263108, 'expectedGoals': 0.8445716500282288, 'expectedGoalsOnTarget': 0.8632548451423645, 'shotType': 'RightFoot', 'situation': 'SetPiece', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.141203703703705, 'y': 0.2683932039153439, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 116339, 'firstName': 'Yoshan', 'lastName': 'Valois', 'fullName': 'Yoshan Valois', 'teamColor': '#781828'}",,,Valois,2,10082
1400223027Goal851514undefinedtrue,27,Goal,27,,14002230,"{'id': 851514, 'name': 'Murilo Cerqueira', 'profileUrl': '/players/851514/murilo-cerqueira'}",0,0,/players/851514/murilo-cerqueira,False,True,,,,,,False,Murilo Cerqueira,Murilo,Cerqueira,Murilo Cerqueira,851514,"[1, 0]",,"{'id': 2924715703, 'eventType': 'Goal', 'teamId': 10283, 'playerId': 851514, 'playerName': 'Murilo Cerqueira', 'x': 100.8275862072, 'y': 36.135000000000005, 'min': 27, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 35.220000000000006, 'goalCrossedZ': 1.9070526222000002, 'expectedGoals': 0.19253458082675934, 'expectedGoalsOnTarget': 0.6648963689804077, 'shotType': 'Header', 'situation': 'FromCorner', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.6772486772486757, 'y': 0.5045112757142857, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 1432728, 'firstName': 'Murilo', 'lastName': 'Cerqueira', 'fullName': 'Murilo Cerqueira', 'teamColor': '#006838'}",assist by Allan,/players/1721789/allan,1721789.0,assist_by,Allan,Cerqueira,2,10283
1400232080Goal1216079undefinedtrue,80,Goal,80,,14002320,"{'id': 1216079, 'name': 'José López', 'profileUrl': '/players/1216079/jose-lopez'}",1,1,/players/1216079/jose-lopez,False,True,,Penalty,penalty,Pen,penalties_short,False,José López,José,López,José López,1216079,"[2, 1]",,"{'id': 2924728495, 'eventType': 'Goal', 'teamId': 10283, 'playerId': 1216079, 'playerName': 'José López', 'x': 94, 'y': 34, 'min': 80, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 36.821250000000006, 'goalCrossedZ': 0.44947368200000004, 'expectedGoals': 0.7884, 'expectedGoalsOnTarget': 0.7830896377563477, 'shotType': 'LeftFoot', 'situation': 'Penalty', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.2536375661375645, 'y': 0.11890838148148149, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 1432728, 'firstName': 'José', 'lastName': 'López', 'fullName': 'José López', 'teamColor': '#006838'}",,,,,,López,2,10283
1400251058Goal1053347undefinedtrue,58,Goal,58,,14002510,"{'id': 1053347, 'name': 'Matías Arezo', 'profileUrl': '/players/1053347/matias-arezo'}",0,1,/players/1053347/matias-arezo,False,True,,,,,,False,Matías Arezo,Matías,Arezo,Matías Arezo,1053347,"[1, 1]",,"{'id': 2924747137, 'eventType': 'Goal', 'teamId': 8450, 'playerId': 1053347, 'playerName': 'Matías Arezo', 'x': 92.3, 'y': 31.4075, 'min': 58, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 30.797499999999996, 'goalCrossedZ': 0.3274736826, 'expectedGoals': 0.28578850626945496, 'expectedGoalsOnTarget': 0.5586894154548645, 'shotType': 'RightFoot', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.8472222222222223, 'y': 0.08663324936507935, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 938344, 'firstName': 'Matías', 'lastName': 'Arezo', 'fullName': 'Matías Arezo', 'teamColor': '#d6a200'}",assist by Luis Angulo,/players/1292829/luis-angulo,1292829,assist_by,Luis Angulo,Arezo,2,8450
1400240315Goal766435undefinedtrue,15,Goal,15,,14002403,"{'id': 766435, 'name': 'Lucas Paquetá', 'profileUrl': '/players/766435/lucas-paqueta'}",0,0,/players/766435/lucas-paqueta,False,True,,,,,,False,Lucas Paquetá,Lucas,Paquetá,Lucas Paquetá,766435,"[1, 0]",,"{'id': 2924738407, 'eventType': 'Goal', 'teamId': 9770, 'playerId': 766435, 'playerName': 'Lucas Paquetá', 'x': 90.2, 'y': 46.6631847099, 'min': 15, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 30.797499999999996, 'goalCrossedZ': 0.20547368320000003, 'expectedGoals': 0.027962012216448784, 'expectedGoalsOnTarget': 0.14351239800453186, 'shotType': 'LeftFoot', 'situation': 'RegularPlay', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.8472222222222223, 'y': 0.05435811724867726, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 425610, 'firstName': 'Lucas', 'lastName': 'Paquetá', 'fullName': 'Lucas Paquetá', 'teamColor': '#C80010'}",assist by Ayrton Lucas,/players/578391/ayrton-lucas,578391,assist_by,Ayrton Lucas,Paquetá,2,9770
1400244645Goal638778undefinedtrue,45,Goal,45,,14002446,"{'id': 638778, 'name': 'Bruno Henrique', 'profileUrl': '/players/638778/bruno-henrique'}",1,1,/players/638778/bruno-henrique,False,True,,,,,,False,Bruno Henrique,Bruno,Henrique,Bruno Henrique,638778,"[2, 1]",,"{'id': 2924743735, 'eventType': 'Goal', 'teamId': 9770, 'playerId': 638778, 'playerName': 'Bruno Henrique', 'x': 100.3534482762, 'y': 30.797499999999996, 'min': 45, 'minAdded': 0, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 32.9325, 'goalCrossedZ': 1.6630526234, 'expectedGoals': 0.20708869397640228, 'expectedGoalsOnTarget': 0.4670617878437042, 'shotType': 'Header', 'situation': 'RegularPlay', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.282407407407408, 'y': 0.4399610114814815, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 425610, 'firstName': 'Bruno', 'lastName': 'Henrique', 'fullName': 'Bruno Henrique', 'teamColor': '#C80010'}",assist by Giorgian De Arrascaeta,/players/438647/giorgian-de-arrascaeta,438647,assist_by,Giorgian De Arrascaeta,Henrique,2,9770
